Lemma,Principle Components,WordNet Mean,WordNet SD,Random Mean,Random SD
thing.n,2,0.022311862757617647,0.006361721069393663,-0.00026620558435036567,0.005339537800037286
thing.n,3,0.04693294111136412,0.005681495679623138,-3.1490929707523503e-05,0.005597497749833343
meet.v,2,0.33533488156940156,0.014064158566817227,-0.00028417311524033597,0.007645239164554362
meet.v,3,0.3719455314523686,0.02092084396408647,-7.471480386024564e-05,0.007528806263311136
lead.v,2,0.2699991425388586,0.02858458318610829,0.0002618474243599296,0.009355847394486047
lead.v,3,0.2679638614379329,0.02308887679812169,-0.0003008363109561739,0.00920568447071146
serve.v,2,0.2459698733313274,0.023017397643938054,9.836989917880402e-06,0.007045489952133965
serve.v,3,0.2892493949727535,0.02524738502901407,0.00012457499922924865,0.007364966324194952
give.v,2,0.019827212222168735,0.004516828445959049,2.3149954678594684e-05,0.0020086690365775173
give.v,3,0.054462969269382204,0.0075436055164691184,-8.119383209779615e-05,0.0021109838087355875
raise.v,2,0.27991107972264856,0.0055366647791295475,-0.0005098522374865498,0.016102611493152924
raise.v,3,0.5362979822104195,0.036963092827119966,-0.0004938903632555248,0.016725126372834614
cover.v,2,0.19450942958036785,0.018430143971939667,0.0006989069418220432,0.01387806531555917
cover.v,3,0.18894955199429103,0.02934372412938853,-0.0009585141772917772,0.013436788211850436
play.v,2,0.3063593277448666,0.015221367855738266,-4.2059508363267076e-05,0.006957823134744781
play.v,3,0.38349979040617743,0.044066134661691736,-1.665153336337616e-05,0.007109792364720094
grow.v,2,0.3047826400018914,0.0032154578570493908,6.919969326065789e-05,0.01004010800138833
grow.v,3,0.3195186797980679,0.02778829076465066,-0.00011955302579361652,0.010363585174417206
apply.v,2,0.409389926187954,0.015733781157276566,0.0002754508391755579,0.014555283613988527
apply.v,3,0.5000075623432056,0.016903024121254922,-0.00010008828912125503,0.014645563976278747
life.n,2,0.21607352678235126,0.03156449097218092,-0.00019937064758175242,0.006669739118066646
life.n,3,0.2605731032185469,0.05753161366933293,-0.00038433903172467126,0.006533835504902573
follow.v,2,0.15270496260126293,0.014089706380275945,-0.0005995666954953257,0.006159163660305249
follow.v,3,0.27757608429056196,0.01936790957289149,-0.00012267328467793138,0.006385757644371019
time.n,2,0.2329084791097821,0.035617446596262946,1.5084809665863799e-05,0.002873606290720983
time.n,3,0.26641675287938205,0.014034592131650906,-0.00011906346987094992,0.002927933545315187
find.v,2,0.060354743190805984,0.005245203148560882,1.0755530307377834e-05,0.0021247492769767254
