sense,sentence,centroid_cs
appreciate.v.01,"That 's understandable , and I appreciate the sentiment .",0.846791064231018
appreciate.v.01,And I appreciate the advice '' .,0.8166883115503373
appreciate.v.01,"An hour before , with the children asleep and nothing but the strange darkness , he would have appreciated company .",0.6878131313671473
appreciate.v.01,"Generally , your employee will greatly appreciate benefits that protect him during his working life or during retirement .",0.8375175785615386
appreciate.v.01,"In either case , they do not appreciate the private detective 's zeal .",0.8127292046850239
appreciate.v.01,"`` I appreciate it , you do that .",0.7735961665837412
appreciate.v.01,"I knew the only way I could beat you was to play possum , but it was a good try , kid , and I appreciate it .",0.783219588189964
appreciate.v.01,"While he was at it , the philosopher of the Kremlin contributed an additional assist to the rule of reason by bellowing at those in the west who can n't appreciate coexistence thru suicide .",0.7136515692177158
appreciate.v.01,People appreciate experiences that demand something of them .,0.7774876955671484
appreciate.v.01,You still have time to drop a few hints about the gifts you 'd appreciate most ; the time to decide on them is now .,0.7730888518196464
appreciate.v.01,"There were unclaimed square miles of seating space around them , but he appreciated the kindliness of her gesture none the less .",0.8161653003126077
appreciate.v.01,And did he appreciate my efforts on his behalf ?,0.8891800947889864
