sense,sentence,centroid_cs
care.v.01,"Yes , we know , they 're professionals , men paid to play , and they should n't care how they 're handled , just as long as their names are spelled correctly on the first and fifteenth of each month .",0.8431585916926434
care.v.01,"His love of folklore has romanticism in it , and he does n't care much about the dollar sign or the footnote .",0.8793899817214856
care.v.01,"In fact , there is much evidence to indicate they do n't care a bit about anything beyond their particular regional , ethnic and occupational limits .",0.8421415405758811
care.v.01,He did not care .,0.8469912428841528
care.v.01,He did not care .,0.8469912428841528
care.v.01,"He felt her irritability did not concern him , yet he knew he would not care even if it did .",0.8586421426361093
care.v.01,"Ludie inquired every evening , pretending that he did not care .",0.8352024961528982
care.v.01,"The land of the Lublin Uplands was rich , but no one seemed to care .",0.831806325739661
care.v.01,`` I do not care if your beliefs take you along a path of religion or a path of labor or a path of activism .,0.8013204644122176
care.v.01,`` And do you really think that the world outside Poland will care any more than we do '' ?,0.8117040108355573
care.v.01,"Frankly , I do n't care '' .",0.8828116032595268
care.v.01,Oh he 'd not care about the Pedersen kid .,0.8639320405261572
care.v.01,He 'd not care about getting waked so he could give up some of his whisky to a slit of a kid and maybe lose one of his hiding places in the bargain .,0.8087152671125984
care.v.01,`` Pa do n't care about the kid '' .,0.8929892636215795
care.v.01,"He do n't care at all , and I do n't care to get my head busted neither .",0.8673387849396265
care.v.01,"He do n't care , and I do n't care to have his shit flung on me .",0.8816288364853573
care.v.01,"He do n't care , and I do n't care to have his shit flung on me .",0.8816288364853573
care.v.01,He do n't care about anybody .,0.8966945887682554
care.v.01,All he cares about is his whisky and that dry crack in his face .,0.6169740842765009
care.v.01,He do n't care about nothing else at all .,0.9124467516007111
care.v.01,What you think I care about that ?,0.7274908647407557
care.v.01,"No , the fish could eat their bodies for all the Sturch cared .",0.697026625657665
care.v.01,"I do n't know what goes on around here , and I do n't care .",0.8861606109793254
care.v.01,"I do n't know what makes you think you can get away with this kind of business , and I do n't care about that , either .",0.8809496882193049
care.v.01,"At fifteen he did n't care that he had no mother , that he could n't remember her face or her touch ; neither did he care that Aunt Rose provided for him .",0.8406042712291885
care.v.01,"At fifteen he did n't care that he had no mother , that he could n't remember her face or her touch ; neither did he care that Aunt Rose provided for him .",0.8406042712291885
care.v.01,"He was named Pompeii as a tribute to his heritage , and he could n't have cared less about that either .",0.7021129593992321
care.v.01,"In the end , he gets his man , but no one seems to care ; virtue is its own and only reward .",0.8585547079553356
care.v.01,The latter are either too stupid to catch the killer or too corrupt to care .,0.8338887551876067
care.v.01,"first , because it is important in itself , and , second , because he knows that the American public cares about a decent respect for the opinions of mankind .",0.6591490721145582
care.v.01,"He simply walked , not noticing where he was , not caring .",0.7469149210069536
care.v.01,`` I do n't care .,0.8652403621730583
care.v.01,"Let her call Crosson if she wanted to , let Crosson raise the roof or even can him , he did n't care .",0.8681690898272877
care.v.01,"Right now , however , he was still too worried about Jerry Burton , and the gun that had no bullets , and the story Burton had told him , to care too much about Tony Calenda .",0.7966824797183917
care.v.01,That 's all I know about it and that 's all I care '' .,0.7961665583309571
care.v.01,"`` Everyone knew it , but he sort of acted like he did n't care who knew it - even after them notes came , even after he 'd heard about Lewis , even after he 'd been shot at a couple o ' times hisself '' !",0.8102356584478337
care.v.01,"Hurt by his lack of interest and attention , Mary complained often that he did n't help around the house , and that he did n't really care about the family .",0.8600694969430607
care.v.01,Does he care about things that matter to you ?,0.7554331214683073
care.v.01,"But who cares , when the lady sings ?",0.7435281112959233
care.v.01,"A few drops of rain just before midnight , when Sarah Vaughan was in the midst of her first number , scattered the more timid members of the audience briefly , but at this hour and with Sarah on the stand , most of the listeners did n't care whether they got wet .",0.8154343407960485
care.v.01,"They care no more for politics , says Mr. Wesker , than they do for a symphony .",0.74345158396114
care.v.01,"It is Field Marshal Montgomery 's belief that in most Western countries about 60 per cent of the people do not really care about democracy or Christianity ; about 30 per cent call themselves Christians in order to keep up appearances and be considered respectable , and only the last 10 per cent are genuine Christians and believers in democracy .",0.8499233978333826
care.v.01,But these Western countries do care about themselves .,0.7347571871344467
care.v.01,Is it that they do n't care ?,0.9060362377684607
care.v.01,I followed them in the jeep and now they did not care .,0.8617937991527482
care.v.01,"The lack of awareness usually springs from deep but disguised anxiety , often assuming the superficial guise of `` not knowing '' or `` not caring '' .",0.6885371989356671
care.v.01,`` I would n't have gone into nursing if I did n't care about people .,0.8350169604242851
care.v.01,The manager of the motel was a woman who apparently did n't care .,0.8742353225454688
care.v.01,"I 'm sending you a couple of customers - yeah - just get them out of my hair and keep them out - I do n't give a damn what you tell them - only do n't believe a word they say - they 're out to make trouble for me and it is up to you to stop them - I do n't care how - and one more thing - Cate 's Cafe closed at eleven like always last night and Rose and Clarence Corsi left for Quebec yesterday - some shrine or other - I think it was called Saint Simon 's - yeah , yesterday .",0.8012531747414612
care.v.01,`` What the hell do I care what you do with her all day ?,0.7583686540072687
care.v.01,"I mean we know the order in which things happen , but we have no clocks and nobody cares enough to count days or to make calendars and there 's not much climate here , so none of us know how long anything takes .",0.6745216546145343
care.v.01,Nor did they care .,0.872060061643457
care.v.01,"The boy came on to the porch and sat down , his gaze on Morgan as if half expecting him to shoot and not really caring .",0.7298943515960278
care.v.01,She had reached a point at which she did n't even care how she looked .,0.8676281110769307
care.v.01,`` Let the savages kill each other What do we care '' ?,0.795495051072887
care.v.01,"It did not care what sort of person prowled its woods , plucked at its bark or stripped the berries from its bushes .",0.817756020399234
care.v.01,"Miss Kiz won n't care your comin ' , will she '' ?",0.8107705563165105
care.v.01,"They all had the hard look of gamblers who had stopped dreaming , who automatically turned the cards , hardly caring what showed up .",0.7338279445522271
care.v.01,"He took her to a doctor , for she was run down , nervous , did not care where she was .",0.8332824918925859
care.v.01,She was limp and beaten from her loss ; she did not care .,0.820379172172946
