sense,sentence,centroid_cs
political.a.01,"Regarding Atlanta 's new million dollar airport , the jury recommended `` that when the new management takes charge Jan. 1 the airport be operated in a manner that will eliminate political influences '' .",0.8491207440746553
political.a.01,Even in areas where political connotations are ( deliberately ? ),0.8903815956395953
political.a.01,"Southern resentment has been over the method of its ending , the invasion , and Reconstruction ; their fears now are of miscegenation and Negro political control in many counties .",0.8352902597591387
political.a.01,"Political theoretical understanding , although almost at a standstill during this century , did develop during the eighteenth and nineteenth centuries , and resulted in a flood of inventions which increased the possibility for man to coexist with man .",0.8091724626422835
political.a.01,The most effective political inventions seem to make maximum use of natural harbors and are aware that restraining breakwaters can play only a minor part in the whole scheme .,0.8508049283628404
political.a.01,There are certainly large areas of understanding in the human sciences which in themselves and even without political invention can help to dispel our present fears .,0.8135576993338748
political.a.01,Most countries in this second category share the difficulty of having many of the structures of a modern political and social system without the modern standards of performance required to make them effective .,0.8920646459235233
political.a.01,There remain many political and administrative problems to be solved .,0.8658071648134466
political.a.01,The capacity of intellectuals and members of the new professional classes to contribute creatively to national development is likely to be destroyed by a constraining sense of inferiority toward both their own political class and their colleagues and professional counterparts in the West .,0.8413458936680661
political.a.01,"American and free-world policies can marginally affect the pace of transition ; but basically that pace depends on changes in the supply of resources and in the human attitudes , political institutions , and social structure which each society must generate .",0.8799587809837667
political.a.01,"All political interests supported electoral planning , although there are some signs that the inherent uncertainties of a popular judgment led to some procrastination .",0.8643902766857485
political.a.01,"In the absence of a reservoir of political consensus each organized political group hopes that the elections will give them new prominence , but in a system where there is as yet no place for the less prominent .",0.8737083946222312
political.a.01,"In the absence of a reservoir of political consensus each organized political group hopes that the elections will give them new prominence , but in a system where there is as yet no place for the less prominent .",0.8737083946222312
political.a.01,"The choice of the single member district was dictated to a certain extent by problems of communication and understanding in the more remote areas of the country , but it also served to minimize the national political value of the elections .",0.8885672901245794
political.a.01,"Both parties and the Ministry of the Interior were busily at work after the elections trying to unearth the political affiliations of the successful candidates and , thereby , give the elections a confidential but known degree of national political significance .",0.8349172937180878
political.a.01,"Both parties and the Ministry of the Interior were busily at work after the elections trying to unearth the political affiliations of the successful candidates and , thereby , give the elections a confidential but known degree of national political significance .",0.8349172937180878
political.a.01,Since a national interpretation cannot be avoided it is unfortunate that the elections were not held in a way to maximize party responsibility and the educational effect of mass political participation .,0.8777092185768752
