sense,sentence,centroid_cs
allow.v.03,"In granting bereavement leaves , specify the maximum time off and list what the worker 's relation to the deceased must be to qualify .",0.778658337807447
allow.v.03,"Freedom , in the sense of self-determination , is a worthy objective ; but if granting self-determination to the Algerian rebels entails sweeping that area into the Sino-Soviet orbit , then Algerian freedom must be postponed .",0.7664027148312306
allow.v.03,We granted certiorari in view of the importance of the questions in the administration of the Act .,0.8074081509801357
allow.v.03,Under unusual circumstances a resident individual may be granted an extension of time to file a return .,0.7884104648274728
allow.v.03,"Extensions are not granted as a matter of course , and the reasons for your request must be substantial .",0.8295657198512216
allow.v.03,Such interest must be paid even though an extension of time for filing is granted .,0.8203889936836027
allow.v.03,"Bellows made the disclosure when he asked Judge Parsons to grant his client , Alan Clements , 30 , a separate trial .",0.792621357940277
allow.v.03,"`` I am not prepared to grant bail to any of them '' , said the magistrate , K. J. P. Baraclough .",0.8571635535981764
allow.v.03,"Had I been granted the floor on a point of personal privilege , the matter she raised would have been clarified .",0.7446907719823354
allow.v.03,"Pope Leo 13 , , on the 13 th day of December 1898 , granted the following indulgences : `` An indulgence of three hundred days is granted to all the Faithful who read the Holy Gospels at least a quarter of an hour .",0.7827376212042403
allow.v.03,"Pope Leo 13 , , on the 13 th day of December 1898 , granted the following indulgences : `` An indulgence of three hundred days is granted to all the Faithful who read the Holy Gospels at least a quarter of an hour .",0.7827376212042403
allow.v.03,A Plenary Indulgence under the usual conditions is granted once a month for the daily reading '' .,0.8371137851731205
allow.v.03,"Through which he has granted us the very great and precious promises , so that through them you may become partaker of the divine nature .",0.774183565940505
allow.v.03,"Everyone is ready to grant the Persians their history , but almost no one is willing to acknowledge their present .",0.7313595144283002
