sense,sentence,centroid_cs
war.n.01,Oneupmanship is practiced by both sides in a total war .,0.8321113382791839
war.n.01,My definition of this much abused adjective is that a reconstructed rebel is one who is glad that the North won the War .,0.8525028756331877
war.n.01,"The fact is due mainly to international wars , both hot and cold .",0.7211634252379433
war.n.01,In every war of the United States since the Civil War the South was more belligerent than the rest of the country .,0.8079736772410385
war.n.01,"The great ultimate ends of religion have served as magnificent beacon lights that lured people toward them with an almost irresistible force , mobilizing energies and inducing sacrifices ; for example , the Crusades , mission efforts , just wars .",0.7540415616755125
war.n.01,"Virginia and Rachel talked to each other quietly now , as allies who are political rather than natural might in a war atmosphere .",0.870913032182623
war.n.01,Who would clean up the mess when the war was over ?,0.8512532804789482
war.n.01,"`` But when it comes to war , the Colonel knows what it is and Jeff does n't .",0.8911796620304409
war.n.01,"When he was in the war , he was in Law or Supplies or something like that , and an old buddy of his told me he would come down on Sundays to the Pentagon and read the citations for medals - just like the one we sent in for Trig - and go away with a real glow .",0.7968315538760877
war.n.01,Did I start the damn war ?,0.8375049743530033
war.n.01,Did I start the damn war ?,0.8375049743530033
war.n.01,"The last thing in the world that resembled a war was our line of farmers and storekeepers and mechanics perched on top of a stone wall , and this dashing rider made us feel a good deal sharper and more alert to the situation .",0.8365920992838919
war.n.01,"I put a lot more trust in my two legs than in the gun , because the most important thing I had learned about war was that you could run away and survive to talk about it .",0.866513987576558
war.n.01,"It was my initiation to war and the insane symphony war plays ; for what had happened on the common was only terror and flight ; but this grinning , broken head , not ten feet away from me , was the sharp definition of what my reality had become .",0.8750103025185171
war.n.01,"It was my initiation to war and the insane symphony war plays ; for what had happened on the common was only terror and flight ; but this grinning , broken head , not ten feet away from me , was the sharp definition of what my reality had become .",0.8750103025185171
war.n.01,John 's reply was like a declaration of war .,0.770585756802885
war.n.01,"And he would sleep , sleep , and never think of roads and horses ' sore haunches , of colonial wars .",0.7688831424219591
war.n.01,"Waited for more ships , more lobster-backed infantry , and asked what was to be done with a war of rebellion ?",0.7877736891745428
war.n.01,"Here he was , suddenly caught up in the delirium of a war , in the spite and calumny of Whigs and Tories .",0.8789305532003562
war.n.01,"There would be great need soon for his skill as surgeon , but somehow he had not planned to use his knowledge merely for war .",0.864608188997517
war.n.01,No doubt John Hancock would do well now ; war was a smugglers ' heaven .,0.8609247786662385
war.n.01,"By late afternoon the train inched into the marshaling yards in the railhead at Lublin , which was filled with lines of cars poised to pour the tools of war to the Russian front .",0.8326977567463598
war.n.01,`` When that woman found me and told me that you needed me I was never so happy since before the war '' .,0.8068659095253076
war.n.01,"`` Since the war I have seen the way the Germans have behaved and I think , Holy Mother , we have behaved like this for hundreds of years .",0.7402585082654718
war.n.01,"My memory has catalogued for easy reference and withdrawal the image of her pink , scented stationery and the unsloped , almost printed configurations of her neat , studious handwriting with which she invited me to recall our summer , so many sentences beginning with `` Remember when '' ; and others concerning camp friends who resided in her suburban neighborhood , and news of her commencing again her piano lessons , her private school , a visit to Boston to see her grandparents and an uncle who was a surgeon returned on furlough , wounded , from the war in Europe .",0.7248135523292919
war.n.01,"With over four million American men away at war , Protestants forced their distinctive theological belief upon the general public .",0.82184517287113
war.n.01,"He finished the war as a major general , commanding a full division , and at 25 was the youngest major general in the history of the U. S. Army .",0.7277407523200421
war.n.01,"Practically all the people of Laos , he explained - about two million of them - are rice farmers , and the means and motives of modern war are as strange to them as clocks and steel plows .",0.8713907970285476
war.n.01,We were there at a moment when the situation in Laos threatened to ignite another war among the world 's giants .,0.8520650097757843
war.n.01,"one asked for help for the blind , another help for orphans , and the third for relief for the war refugees .",0.7472632496554958
war.n.01,"They comprise a great variety of scene and interest : grim episodes of war , idyllic interludes , superb canvases of world-shaking events , and delightfully humorous sketches of odd characters .",0.8567001969307027
war.n.01,All his people ask for is no more war .,0.8702098808263354
war.n.01,The networks for military communications are one of the best examples of networks which not only must be changed with the changes in objectives but also must be changed with the addition of new machines of war .,0.8372543844857402
war.n.01,"They also furnish proof that , in modern war , message sending must be monitored .",0.8493683748132274
war.n.01,"We will recall that the still confident liberals of the Truman administration gathered with other Western utopians in San Francisco to set up the legal framework , finally and at last , to rationalize war - to rationalize want and fear - out of the world : the United Nations .",0.8458868800230893
war.n.01,"Then suddenly we found ourselves in the middle of another fight , an irrational , an indecent , an undeclared and immoral war with our strongest ( and some had thought noblest ) ally .",0.778797550841506
war.n.01,"Properly mindful of all the cultures in existence today throughout the world , we must employ these resources without war or violent revolution .",0.8318317978654031
war.n.01,"Their books found no less willing readers outside than inside the South , even while memories of the war were still sharp .",0.8404136293194545
war.n.01,"He again stated that he was `` a regular minister '' ; that he was `` devoting an average of 100 hours a month to actual preaching publicly '' , in addition to 50 to 75 hours in other ministerial duties , and that he opposed war in any form .",0.837245136431028
war.n.01,"Our military forces must be capable of contending successfully with any contingency which may be forced upon us , from limited emergencies to all-out nuclear general war .",0.8003850315673605
war.n.01,"If the reserve components are to serve effectively in time of war , their basic organization and objectives must conform to the changing character and missions of the active forces .",0.8522594628353217
war.n.01,- The deterrent power of our Armed Forces comes from both their nuclear retaliatory capability and their capability to conduct other essential operations in any form of war .,0.858313785992006
war.n.01,"She had quarreled with Lucien , she had resisted his demands for money - and if she died , by the provisions of her marriage contract , Lucien would inherit legally not only the immediate sum of gold under the floorboards in the office , but later , when the war was over , her father 's entire estate .",0.8218869835083863
war.n.01,"He filled a real need , showing society what it looked like , turning it inside out , portraying its wars and its leaders , its ugliness and its beauties , reflecting its profound religious impulses .",0.7649807445763281
war.n.02,"The nuclear war is already being fought , except that the bombs are not being dropped on enemy targets - not yet .",0.7926471455408359
war.n.02,"`` The discontinuity can either be that of war to destruction , or that of diplomatic policy '' .",0.8256752023107684
war.n.02,"One day when he attended a war memorial ceremony in Westminster Abbey his view was obstructed by a stout man on his left , his attention turned to the irregular pattern of the rough slab flooring and someone , clasping him by the arm , whispered , `` I want a word with you , please '' .",0.7369904958460074
war.n.02,"This almost trivial example is nevertheless suggestive , for there are some elements in common between the antique fear that the days would get shorter and shorter and our present fear of war .",0.8716814685533241
war.n.02,"We , in our country , think of war as an external threat which , if it occurs , will not be primarily of our own doing .",0.8504169231416508
war.n.02,"We have staved off a war and , since our behavior has involved all these elements , we can only keep adding to our ritual without daring to abandon any part of it , since we have not the slightest notion which parts are effective .",0.8313010636310141
war.n.02,"Secondly , to find a learned diversion and a pleasing joke in More 's account of the stupid brutalities of early sixteenth century wars , of the anguish of the poor and dispossessed , of the insolence and cruelty of the rich and powerful requires a callousness toward suffering and sin that would be surprising in a moral imbecile and most surprising in More himself .",0.7411545029930319
war.n.02,"In war , on a night like this , it was only the outward emotions that mattered , what could be flung out into the darkness to damage others .",0.8132239011212802
war.n.02,"He was brigadier of the club 's locker-room light infantry , and at one time or another declared war on Russia , Czechoslovakia , Yugoslavia , and China .",0.7477777655863874
war.n.02,"She and her husband had formerly lived in New York , where she had many friends , but Mr. Flannagan thought the country would be safer in case of war .",0.8990290568836187
war.n.02,"This was no man's land , disputed by the Haijac Union and the Israeli Republic , a potential source of war for the last two hundred years .",0.8393344812361457
war.n.02,"The latter , members of two regiments of Swiss mercenaries transported by Great Britain to Canada to fight the Americans in the War of 1812 , had settled in Montreal and Kingston at the close of the war in 1815 .",0.6821240516496953
war.n.02,"Near the end of his service he wrote that when the war was over he was going to buy two pups , name one of them `` fall-in '' and the other `` close-up '' , and then shoot them both , `` and that will be the end of ' fall-in ' and ' close-up '' ' .",0.8409996967167024
war.n.02,"In the South , after the first year of the war , paper and ink were very poor .",0.866064483275684
war.n.02,"Early in the war it was not uncommon for planters ' sons to retain in camp Negro `` body servants '' to perform the menial chores such as cooking , foraging , cleaning the quarters , shining shoes , and laundering clothes .",0.8373805345930673
war.n.02,"On December 9 , 1862 , Sergeant Edwin H. Fay , an unusual Louisianan who held A. B. and M. A. degrees from Harvard University and who before the war was headmaster of a private school for boys in Louisiana , wrote his wife :",0.7803571060175477
war.n.02,Private George Gray Hunter of Pennsylvania wrote : `` I am well convinced in My own Mind that had it not been for officers this war would have ended long ago '' .,0.8754256481340486
war.n.02,hell will be filde with do [ c ] ters and offersey when this war is over '' .,0.8636971780969457
war.n.02,"Lincoln understood this better than most when he said in his `` Second Inaugural '' that God `` gives to both North and South this terrible war , as the woe due to those by whom the offense came '' .",0.8603292266108215
war.n.02,"And by the time the war ended , liberal leadership in this country was spiritually Marxist .",0.8334632434492785
war.n.02,"It would be the most severe reprisal , short of declared war , that the United States could invoke against Castro .",0.8213943964029703
